sha1sum; evasion; bitmap
11a8ed332c6a4cf0676672bf8ef489698f23a5dd; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
6d9da90e3ed475621228ae56c8fc6d05be9609cc; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
ca20186bb9ab603b520d5df2014b69294e800a0d; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
8a411d6556ab28c123a64b313a9917f321cfe123; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
53de59e29e72c419f56cdb657d8013bd64c72ef7; ability to retrieve a list of keyboard layouts, ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100110000100
0901f62a51a23741042b3416f1436787f51baedb; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
9f0ea77f3cf10257648f1b21507bd14a96bb592d; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
63a185d5023665afb09546db2672975d8f186691; trying to detect analysis virtual environment (bios detection); 000000001000000
da62f44c3470da1abfc0fd9e81ebd9b40c03f05d; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
1c247b74e49d10778b0d34a04d375a5738315743; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
362790825da334aaf5981413c2731ce69701b132; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
3d2f0203b3e66a77863ecaeef31ae24aa59a16f6; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
a3a3111ad0a6ee669832ccfd49c5d5784b291bbd; ability to retrieve a list of keyboard layouts, ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100110000100
70bf4364fc05434266128c7ec922069fadf775e8; ability to check the disk size, ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, trying to detect analysis virtual environment (bios detection); 000000011001000
8528f14a2ba71c7c03eb713547b6f721df2f2c9f; ability to retrieve system default language identifier, detecting debugger by checking debug port, searching for specific processes: idaq.exe (analysis tool detection), searching for specific processes: kxetray.exe (anti-malware detection), trying to detect analysis virtual environment (pnp device detection); 110000000000000
fe548776e7820dc1852e85aa937c578cecb8cacb; trying to detect analysis virtual environment (timing analysis detection); 000100000000000
f4608357988819b1d06da14c0a8deb2708cba539; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
16c975ef872928be85cb7fdcee4f7e1e21f51182; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
e73475813c0f8068c8af1dfecb4c60b533c4d207; detecting virtualbox by enumerating acpi registry keys, detecting the presence of wine, trying to detect analysis virtual environment (bios detection); 000000001000001
2bf5a07114e32eca9ebd6f7569c4b09ae2d1c039; ability to check the disk size, searching for installed programs (antimalware software), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (motherboard detection), trying to enumerate security products installed on the system from wmi; 000000001001000
46550f9e0d6b4cc5e621896f5beff04271726b6a; possibly stalling against analysis environment (sleep), trying to detect analysis virtual environment (pnp device detection); 000000000000000
e3de97b5765d376981434d074176252ec3ca66cf; delaying execution by using ping.exe utility, searching for specific processes: avastsvc.exe (anti-malware detection), searching for specific processes: vsserv.exe (anti-malware detection), trying to detect analysis virtual environment (pnp device detection), trying to detect analysis virtual environment (guest modules detection), trying to detect analysis virtual environment (malware analysis sandbox detection); 100000000000000
05626a4743e030e6c500fa4cd0c965966ae00159; possibly stalling against analysis environment (sleep), trying to detect analysis virtual environment (pnp device detection); 000000000000000
ed407af48dd1790db217de023b883e8d8831218a; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
1ed4da8fcb1ad6f8cbd13e06bf381755ccc9dace; checking for specific image filename, delaying execution by using ping.exe utility, searching for specific processes: avastsvc.exe (anti-malware detection), searching for specific processes: vboxservice.exe (analysis tool detection), searching for specific processes: vsserv.exe (anti-malware detection), trying to detect analysis virtual environment (pnp device detection), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection); 100000000000000
a4e3f352e3cb102bd8c475d2817148a92ba2feee; ability to check the disk size, trying to detect analysis virtual environment (bios detection); 000000001001000
b910011937a1c261f35a5eb7230359556eaeb2e1; potential detection of virtual environment (sandboxie), trying to detect analysis virtual environment (guest modules detection), trying to enumerate security products installed on the system from wmi; 000000000000000
beaab37b263be4982ef6421b48b7804811c45ccb; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
584bd7a1c3f16b294f3ae3dfc72ce76d66922603; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
402112c943cc359f5ec5df712f4c0c115031e93a; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
52b915ef44c0da42e04fee8c2e151d3e247b16db; searching for installed programs (antimalware software), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (motherboard detection), trying to enumerate security products installed on the system from wmi; 000000001000000
4e9612587b850616adec1251939f9a63df023f55; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
455d5625f1d78996ff58a5c4ae14d53ca6c39ac6; searching for specific processes, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100100000000
4a2f6e2e21094eefd2e70ec234e0ab8d3e400dbd; ability to retrieve a list of keyboard layouts, ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100110000100
46896f3ef2c801fb8762ae5d350245e7d93133ba; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
d5b74277e267dbd395bb48d6866727f28d846c79; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
ba4ecb508f6a18aa4ff2b09c88b1b6fedf4d98f0; trying to detect analysis virtual environment (guest modules detection); 000000000000000
dd0a7bbc21a538d4a1f4a2273587b62bb165d5b3; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
d7334c266134bd66fd0bc0137c2bb5d3e5fd3b11; ability to check the disk size, ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, ability to retrieve the current memory availability, trying to detect analysis virtual environment (bios detection); 000000011001100
a21068510b0fe577a647208a1f772559d82aeb47; ability to check the disk size, trying to detect analysis virtual environment (bios detection); 000000001001000
d06e722452d551b7b5b274532f73af9e15ee9e59; possibly stalling against analysis environment (sleep), trying to detect analysis virtual environment (pnp device detection); 000000000000000
7cd609547eaf47c6be0d8333c462a667514529be; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
f52bb25dd5204798eecee87b8ed682f8bfe8cfa7; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
b5792c28e1c283f980297d3b17e47b25979faedb; ability to check the disk size, ability to retrieve the current memory availability, trying to detect analysis virtual environment (bios detection); 000000001001100
732cc4819b8b6a39860fb4ac3a4c2b31b5345237; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
62982f8e2bd67398c9deac2292c4652ea0f8d33e; possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), self-modifying code at runtime, trying to detect analysis virtual environment (hdd detection); 000000000010000
43c09870db914a5013a67d7546c61e8857c69157; ability to retrieve a list of keyboard layouts, detecting the presence of wine, potential detection of virtual environment (ioctl_disk_get_length_info), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection), trying to enumerate security products installed on the system from wmi; 000100110011000
b7e1f89c0e8f446e5785d476b00f82bda6bc0fa4; detecting sandboxes by checking registry keys artifacts, potential anti-vm time analysis check using rdtsc, switching processor mode from 32 to 64 bits (emulation escape), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection), trying to detect analysis virtual environment (drivers detection); 000101101110000
d74fdcc714d5bb46f611d04cad164bd5a6fb57c1; ability to retrieve a list of keyboard layouts, ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100110000100
20eb378f8aca8f7f298b254dd05e4bff677e6d5b; searching for installed programs (antimalware software), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (motherboard detection), trying to enumerate security products installed on the system from wmi; 000000001000000
8750d578f92566cd9e35ecd6465ed1d152aa8eb5; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
f70e088b6d5a1e0ed1a46b6ce49e0953a97c2ee1; ability to check the disk size, ability to retrieve the current memory availability, delaying execution by using ping.exe utility, trying to detect analysis virtual environment (bios detection); 000000001001100
f82a58cde61814a7c017a3e27e63be8f55568f60; ability to check the disk size, ability to retrieve the current memory availability, detecting the presence of wine, potential detection of analysis tools (dbghelp.dll), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection), trying to detect analysis virtual environment (drivers detection); 000100101111100
77c47a8aae761dd661e252f9b38f64275d72594e; ability to check the disk size, ability to retrieve the current memory availability, trying to detect analysis virtual environment (bios detection); 000000001001100
5e87c51779fe8a89c8c24d7538964636510ef4e8; ability to retrieve a list of keyboard layouts, ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100110000100
244c2b8a645cacb865b87087bd315a271c52c872; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
3d25606f51a423883d1c0613ca192c19313c049c; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
a02f3820b851ddbcfcf9f34f9379db96ada7b92a; detecting virtualbox by enumerating acpi registry keys, trying to detect analysis virtual environment (guest modules detection); 000000000000001
17b8027eeb2e07665e7261c30fe0136f44fe8ed8; trying to detect analysis virtual environment (bios detection); 000000001000000
d5557a458ceef3a694f58b7dce3786483643eb2c; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
7c3fb675ad6dc6cb57c87ac7e8fb339d9dca5d67; searching for installed programs (antimalware software), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (motherboard detection), trying to enumerate security products installed on the system from wmi; 000000001000000
e46d325161867a5a3b058ca67325d76d0ddd3ef7; ability to check the disk size, trying to detect analysis virtual environment (bios detection); 000000001001000
18d2578fe887028a976e5db816523e7c2924706a; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
e9047a598a1b43fbf1ffc0cdc057aa004c269798; trying to detect analysis virtual environment (bios detection); 000000001000000
a1d3434aae659887b70dc9fa35ea17ee02b72271; ability to detect if sleep() function is patched, ability to retrieve the current memory availability, trying to detect analysis virtual environment (timing analysis detection); 000100000000100
798c0bf3b672fb5c45c46019519a7303ce987926; trying to detect analysis virtual environment (bios detection); 000000001000000
4a7b874d16b62cb9920189b278b2bcf59a720337; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
2abd7b3d2e1471b05f8632f341fc84e66da93761; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
d23481cd569db9ba39ca658a74e31ce8f9862c12; detecting virtualbox by enumerating acpi registry keys, detecting the presence of wine, disables windows error reporting for a process, possibly stalling against analysis environment (sleep), potential detection of virtual environment (sandboxie), searching for specific processes: wireshark.exe (analysis tool detection), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (guest modules detection); 100100101000001
c09aca4ca62dc232d980c12c8c92f09ca1471d6e; checking for specific image filename, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (detecting process debug handle), trying to forbid debugging (hiding threads from debugger); 010100100000000
fcc4acc49b3dd4044f81d378db68b727b8facd9a; ability to check the disk size, detecting debugger by checking debug port, detecting the presence of wine, potential anti-vm time analysis check using rdtsc, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (debug drivers detection), trying to forbid debugging (hiding threads from debugger); 010100101101000
9fd19cd7971ce49cb3008646ddb589875b72589a; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
b63d1c8782111af8fa631d10b89000d28b0d7dce; checking for specific image filename, searching for specific processes: msascui.exe (anti-malware detection), trying to detect analysis virtual environment (hdd detection); 100000000010000
4bd754a037ff409b94d6b217c7825a07c53fd2be; ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, potential detection of virtual environment (sandboxie), trying to detect analysis virtual environment (bios detection); 000000011000000
824fa1494d6da7ec2bbf7436e12f86a57b78dfe9; trying to detect analysis virtual environment (bios detection); 000000001000000
1d81a649d8ec5a87b841008995943c62835fc315; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
57d336b4938ef93df6bed694377c28f5b8543969; searching for installed programs (antimalware software), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (motherboard detection), trying to enumerate security products installed on the system from wmi; 000000001000000
dddf73ac3c09303bd01965a44f9d0c92d993184c; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
0660a074092b7f71f54983d6faa60b3c078c39f4; potential detection of analysis tools (dbghelp.dll), trying to detect analysis virtual environment (hdd detection); 000000000010000
7c0b31b87c1ce8e8014b0afc6f074ba3c7ef310d; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
b9589863c85de08c3a6f6f68c2a7b3f52bf5e83d; ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, ability to retrieve the current memory availability, potential detection of virtual environment (sandboxie), trying to detect analysis virtual environment (bios detection); 000000011000100
05cf3ed975bd5316b2b86eb09f4af1fd95bacf5f; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
db34128a25eb7cd31d8f87a70a36807463486c8a; ability to retrieve a list of keyboard layouts, detecting the presence of wine, potential detection of virtual environment (ioctl_disk_get_length_info), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection), trying to enumerate security products installed on the system from wmi; 000100110011000
858d24c4942ecdeb6865c2e35cf32530f2450d17; ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection), unmaps and overwrites base address; 100100100000100
872f9f2a6ba8f9393d9f8e0bba3a1fc145d1084b; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
86d2db2e628378f96ac677a484a0189e4c0b3914; potential detection of analysis tools (dbghelp.dll), trying to detect analysis virtual environment (hdd detection); 000000000010000
091363d8c8ab0382761abc86546229f3c4ac8ddd; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
92e528cba736b361e39331f471c40bfc0a982b96; trying to detect analysis virtual environment (hdd detection); 000000000010000
aa8661c9c8fdd5c2dc8b2a226632d0a6a11e3545; detecting virtualbox by enumerating acpi registry keys, detecting the presence of wine, potential anti-vm time analysis check using rdtsc, trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (debug drivers detection); 010100000100001
8433d18477cda280aba49e27425c9365ced05645; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
a6c0234dd0db60fd1ef82d43d2456c8ee15680b1; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
51323419e9fe569fb22d5e204eed0c69904ff27d; detecting analysis environment by checking sandbox name, detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (sandboxie), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (drivers detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection), trying to enumerate security products installed on the system from wmi; 010100101110000
0100d9da1d2ba1776e95f46e4095eefdf2e49468; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
6125acf191849a64726d24c087166dae2d001287; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
14bf229bd094127c578fb8c00cc0f22c4cb1cb35; ability to retrieve a list of keyboard layouts, trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection); 000000010000000
51ede3c0b92d218fed52a2ba3efcef065145059c; potential detection of analysis tools (dbghelp.dll), self-modifying code at runtime, trying to detect analysis virtual environment (hdd detection); 000000000010000
603068a77cdad45d4e3a2eff8d2d5edf3da322e5; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
3dc4645ef1782de4fd9ed1d2ed2083363026b861; ability to check the disk size, ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, ability to retrieve the current memory availability, trying to detect analysis virtual environment (bios detection); 000000011001100
b88d864b5af25f4dfc2deb455571604fee0bd7d4; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
9350ba0c45f062bd4e46509cb9bb11efdf3c1ee5; possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), trying to detect analysis virtual environment (guest modules detection); 000000000000000
c6d1ec1c5f5fedfa03a7e2817b4a5acfd00f59c2; detecting debugger by checking debug port, detecting the presence of wine, disables windows error reporting for a process, searching for specific processes: vmhgfs.sys (analysis tool detection), searching for specific processes: zonealarm.exe (anti-malware detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (drivers detection), trying to forbid debugging (hiding threads from debugger); 110000001100000
274d3c9d72dfb5a232c329bca3890206bfa79acb; trying to detect analysis virtual environment (timing analysis detection); 000100000000000
